Usuario|comentario|tipo emocion
Chloe|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|alegre
John|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|alegre
Katrina|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Karen|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Mary|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Thomas|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Kathryn|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Dustin|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|alegre
Kimberly|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Austin|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Laura|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|me gusta
Kristen|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Anna|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|pensativo
Heather|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Jennifer|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Larry|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|me gusta
Brittany|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Deanna|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|alegre
Brian|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|alegre
Christina|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|alegre
Crystal|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Samuel|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Natalie|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Richard|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|me gusta
Andrea|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Heidi|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|pensativo
Steven|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|me gusta
Elizabeth|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Theresa|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Jacob|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|pensativo
Kelly|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Tina|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|pensativo
Jeffrey|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Bryan|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Danielle|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Shelby|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
David|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Jake|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Carlos|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|alegre
Erica|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
James|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|pensativo
Jared|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|pensativo
Linda|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|me gusta
Lauren|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|pensativo
Jeremiah|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Zachary|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|no me gusta
Amanda|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|enojado
Hunter|Marcus Rashford del Liverpool dejó todo en la cancha con el estadio lleno.|alegre
Shelley|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Robert|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Norma|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Ryan|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Gabriella|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Justin|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Nicole|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Abigail|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Gina|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Omar|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Mark|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Chad|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Kyle|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Dylan|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Wendy|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Kayla|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Judith|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Reginald|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Kenneth|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Anthony|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Michael|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Stanley|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Julie|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Adriana|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Benjamin|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Nicholas|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Jesse|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Troy|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
April|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Charles|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Joan|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Jessica|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Craig|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Megan|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Amy|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Molly|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Sheryl|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Caroline|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Joshua|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Jay|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Julian|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Keith|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Sally|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Barbara|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Melissa|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Katelyn|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Jerry|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Sandra|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Emily|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Brad|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Tracy|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
William|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Chloe|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
John|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Katrina|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Karen|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Mary|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Thomas|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Kathryn|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Dustin|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Kimberly|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Austin|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Laura|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Kristen|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Anna|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Heather|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Jennifer|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Larry|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Brittany|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Deanna|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Brian|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Christina|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Crystal|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Samuel|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Natalie|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Richard|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Andrea|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Heidi|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Steven|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Elizabeth|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Theresa|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Jacob|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Kelly|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Tina|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Jeffrey|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Bryan|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Danielle|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Shelby|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
David|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Jake|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Carlos|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Erica|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
James|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|pensativo
Jared|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Linda|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|enojado
Lauren|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Jeremiah|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|no me gusta
Zachary|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|me gusta
Amanda|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Hunter|Bukayo Saka del Arsenal fue expulsado por doble amarilla en el derbi de Londres.|alegre
Shelley|Phil Foden del Leicester City ganó el partido en tiempo de descuento en un encuentro tenso.|no me gusta
Robert|Phil Foden del Leicester City ganó el partido en tiempo de descuento en un encuentro tenso.|alegre
Norma|Phil Foden del Leicester City ganó el partido en tiempo de descuento en un encuentro tenso.|no me gusta
Ryan|Phil Foden del Leicester City ganó el partido en tiempo de descuento en un encuentro tenso.|alegre
